name,review,rating,sentiment
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book","We found this book at a rummage sale and found it to be so useful, especially when several people are helping with the baby (ex: visiting family, etc.)  We loved it so much that I've bought another one and have almost filled that one too.  I like having the room to write things about our baby's day and development, plus use the ""Notes"" section to write some story, etc.  It also helps ""Dad"" see what has happened that day and feels more connected.  I will be buying another one soon!",5,1
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book","I'm a new mom and I was looking for something to record my baby's daily activities and patterns and it is perfect! It has a lot of space to write down anything extra beyond the diaper changes, feedings and sleeping. I like that it has an area to write down medications. It is a great reminder for dr appointments and to track your baby's patterns. I am extremely happy with this book and will be ordering another one for when I run out of pages in 3 months.",5,1
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",I loved how this book was set up to keep track of everything important about baby.  I used it for the first year.  I always took it to doctor appointments to share how often she was eating and everything.,5,1
"Newborn Baby Tracker&reg; - Round the Clock Childcare Journal, Log Book",I received this at my baby shower and it has been a wonderful gift. I had no idea when I received it what fun it would be to record all this information. I have done this for 2 children now and only wish I would have had it for my first 2 kids.,5,1
Neurosmith - Music Blocks with Mozart Music Cartridge,My daughter started playing with her Music Blocks set when she was just a few months old.  She spent hours entertaining herself.  She is now 18 months old and still loves this toy.  Now she understands how to arrange the blocks and has great fun making new musical patterns.  I highly recommend the Jumpin' Jive Jazz cartridge -- it's her favorite -- and the Bach cartridge when you want calmer music.,5,1
Neurosmith - Music Blocks with Mozart Music Cartridge,"It takes a youthful spirit of inquiry and fascination to play with blocks and pre-programmed music. Anyone too old to play with blocks (or to young to play with them again) may back off. But they're missing a revolution in interactive toys. Each colored block represents part of a musical score, and each side on the block represents one way of delivering that piece, such as horn, violin, or voice. Turning and swapping blocks thus generates changes in the music played, with incredible variety. You (and, oh yes, the child too) will run out of steam long before you run out of interest. And the use of additional block sets expands the use and interest even more. Bravo!!",5,1
Neurosmith - Music Blocks with Mozart Music Cartridge,"This is an interesting and educational toy.  I got it for my 2 year old, and while she loved mixing up the blocks, she also loved pulling out the cartridge and couldn't put it back in.  That means I had to go put the cartridge back every 5 minutes.  If the cartridge were placed on the side or back, I don't think the littler ones would be so inclined to pull it...out of sight out of mind.",4,1
Neurosmith - Music Blocks with Mozart Music Cartridge,Recently I have purchased the musical mozart blocks set for my two and a half year old daughter at a toys r us department store near me as a Christmas gift for her this year and they had one of the toys out on display. She loved the toy and it is very educational. I had a hard time leaving the store because she wanted to continue to play with it although she is young enough that even though she was with me while I purchased her toys for Christmas this year that she had completely forgotten about it and that I haought this toy for her. My only complaint is that I had to pay [$$$] for this toy and they had told me that the sale on the toy had ended yesterday but this toy I knew was still available online here for [$$$] which is a really good price and I do not think it is right for them to sell it for the other price when it can be bought cheaper. Anyways I liked the toy alot and my daughter did too and that is why I purchased the toy even at the price I  had to pay for it. I think it will get a lot of use out of it and so will my 8 month old daughter when she is old enough as well.,5,1
my first fish bowl by lamaze / learning curve,We first bought this toy for our oldest child when she was just beginning to sit up and play with toys.  She would sit in her crib and play for a hour or more just putting the sea creatures in and out.  It gave Mommy shower and make-up time!  We believe she loved the clear plastic on the bowl and the shape and feel of the pieces.  We had the same experience with daughter #2.  We have bought this several times for other new parents.  Our girls have also received similar toys (not Lamaze) ex: a cookie jar and have not enjoyed it anywhere near as much.  A little toy with big entertainment value!,5,1
Pedal Farm Tractor,"We bought this tractor for our 2 and a half-year-old son, and he is able to pedal and manuever this vehicle very well, despite the recommended age of 3-6 years. This tractor is very sturdy, and nearly impossible to tip over. My son has deserted all other riding toys in favor of this tractor. I highly recommend purchasing the yellow trailer that is specifically made for this tractor, but is sold separately .... My son loads all kinds of treasures into the trailer and farms the yard for long periods of time....",5,1
Fisher Price Nesting Action Vehicles,"This is a great toy.  The wheels really work and each car has a special feature.  They store easily for packing on trips and putting away.  Both of my kids (boy and girl) have played with them.  They are brightly colored.  And best of all, these do not use batteries!",5,1
Fisher Price Nesting Action Vehicles,After being inundated with toys that require batteries and make so much noise this was a breath of fresh air. My son loves these vehicles! We got this when he was 6 months old. We stack them on top and he loves to knock it over. We nest them and he loves to find the surprise vehicle underneath. Now that he is 8 months old he is figuring out that the wheels move as well as some of the other moving features on each vehicle. I highly recommend this toy.,5,1
Fisher Price Nesting Action Vehicles,We bought these trucks for our 15 mo. old daughter and 4 mo. old son- We love them!  They are nesting which is fun for our daughter to look underneath the trucks to find the next one or they can stack one on top of the other to make a tower.  Perfect first trucks!  And they aren't too big- a perfect size!,5,1
Fisher Price Nesting Action Vehicles,"For well over a year my son has enjoyed stacking and playing with these cars. They have held up brilliantly to his abuse - they still look like new. Fun to stack, fun to roll. Clever toy that has been a winner with my son since he was one.",5,1
Fisher Price Nesting Action Vehicles,"We just bought this for my 9 month old daughter,she loves these cars, loves to turn the wheels and lookat the faces. She especially loves the little green car,it's the perfect size to fit in her tiny hand and it rattles.This toy is a hit! I highly recommend it.",5,1
Fisher Price Nesting Action Vehicles,"This is a wonderful toy that is fun, educational, and affordable! The cars are different colors, and each has a different number, 1 - 4, to help a child learn counting and colors. They also stack on top of each other and nest inside of each other.(The nesting feature is great for storage too). Each car has a neat fun feature for little ones to explore (e.g., the small car is also a rattle, the large fire truck's ladder moves, etc.) The cars are also very sturdy (as has been proven by my son repeatedly banging them together,) and they are easy for little hands to grab onto. At 6 months of age, my son really enjoys looking at the toys, passing them from one hand to the other, banging them together, and, of course, putting them in his mouth. I imagine this toy will remain one of my son's favorites as he learns to stack them and roll them on the floor. I would highly recommend this item.",5,1
Sassy Who Loves Baby? Photo Album Book with teether handle,I bought this for a new granddaughter.  I will not get to see her often as she lives in another state.  This book is great for out pictures and she can carry it around and look at the pictures as she would a book.  This way she can recognize us when we show up.  It is easy to carry and cleaning it is simple.  It is a great little photo book.,5,1
Earlyears: Earl E. Bird with Teething Rings,"We received an Earl E. Bird as a gift when we had our first baby eleven years ago. Since then, Earl has seen us through teething for three kids, and is still in good condition for our fourth baby!  He's a little faded around the edges, but just as loveable and soft, with difference textures for a chewy, drooly baby to gnaw on.I like that he's fully washable, and a nice quiet toy (at least in ours, the squeaker was very quiet to begin with and has since kind of stopped squeaking--but the squeaker was never the big attraction with Earl).  Perfect for taking on planes, or in church, or in the car. A great baby shower gift, since Earl is perfect for a boy or a girl.",5,1
Earlyears: Earl E. Bird with Teething Rings,"This little toy is safe for infants, and offers great color, texture and even sound.  Very Sweet, though a little pricey.",5,1
"My Quiet Book, Fabric Activity Book for Children",This is exactly like the one I had when I was a kid. My son really enjoys it and it keeps him entertained.,5,1
"My Quiet Book, Fabric Activity Book for Children","I had a book similar to this as a child and it brings back wonderful memories! My 20 month old struggles with several of the items, such as the shoe laces and snaps. But he loves the zipper and the Velcro shapes and the other pages give him a great way to learn and practice. Overall it's an item that he can grow into and it's super cute!",5,1
"My Quiet Book, Fabric Activity Book for Children",My 8 month toddler enjoys this book. Very good idea with mind-stimulating activities on each page. Well worth it for the price.,5,1
"My Quiet Book, Fabric Activity Book for Children","Well made and quite a few different textures.Toddler loved this book and Mom approved, too.Everyone was happy with this selection.",5,1
"My Quiet Book, Fabric Activity Book for Children","My 2 yr+ old grand daughter liked this book a lot.  She did have a hard time with some the buttons or snaps.  They were sewn pretty tight to the backing and was kind of hard to get her fingers under to be able to button or snap.  Overall, she did enjoy each activity.",4,1
Lullaby and Goodnight by Pockets of Learning,"I ordered this book for the up-coming birthday of a grandson. It really is cute and an excellent quality. It comes with a small stuffed bear that you can remove from the book. Each page of the book has a different night-time activity for the bear to do such as have a glass of milk, brush his teeth etc. I'm not exactly sure what I was expecting because even though it is a quality toy I'm not sure that Liam will use it enough to make it worth the price I paid.  The Pockets of Learning toys all seem to be very high quality if somewhat pricy.",4,1
Big and Small Chime Ball by Sassy,"This is an iteresting ball that my baby has loved from about 6 months to 18+ months.  The chime is pleasant, not annoying and this ball is easy for a baby to pick up and manipulate.  It is my understanding that the Sassy line is BPA and Phalate free, so you dont have to worry about your child putting this toy in her mouth.",5,1
Pooh Baby's First Tigger,Perfect for young children and overall good quality for the price.,5,1
Pedella Wooden Push Toy,"This is a must have for any toddler!  I bought one for my brothers triplets who were 1 1/2 years old at the time.  They loved it!  One would push & the other 2 would chase after it.  They love watching the duck waddle & its feet go round & round.  Best of all, no batteries!  Yaayyyy!!Fifteen years ago, I bought my daughter a little push clown from the same company.  It was her favorite toy & was passed onto her brother.  With heavy playing by 2 children it never lost any of its paint or parts.  It's something we are saving for grandchildren one day.",5,1
Infant Stim-mobile,"We found this at a garage sale and I read about it and it seemed really interesting so I bought it. This is for the first few months of a baby's life and should not move much, contrary to what the first poster said, because you want stimulation but you don't want to over-stimulate a baby. However, we did notice that sometiems our baby does like the mobile to move and it is summer here but the air conditioner blowing air around the room should be enough movement. When it's not moving, we can just put a small fan on its lowest setting about 6 feet from the crib and the small wiggling was enough movement to keep her stimulated but not so much movement that she can't keep track of the object (babies this young are not good at tracking so you don't want a lot of motion), but still we only do this once in a while, not at all times.One of the best things about this mobile is that our baby only wakes us up at night to feed. If she wakes herself up she will sit and stare at it for a long time and be happy since we have a small nightlight in the room. Any time we put her in the crib we can see her staring at the simple shapes. Shown in the picture on the product page is the detailed shapes, you flip the cardboard from the simple to the detailed shapes when they are about 2 months old, then remove this mobile for a more 'traditional' one with movement and objects the baby can grab at about 4 months. This is a somewhat delicate mobile since it uses air currents to move, so you need to keep it safe from a grabbing/eating baby.Also, one nice feature is that ours came with a travel pack, or at least that's how I'm using it. Besides the crib mount, there is an 8 inch circular plastic ring with fishing wire for hanging the mobile. You can hang it anywhere with a string, either taping string to the ceiling or tying it to any overhang. It also came with a cardboard carrying case thing which is very thin and easy to take with you on a trip.For those with a math/science background, it's really interesting to note that first side of the cards have objects with very low spatial frequency. The 'detailed' sides are actually the same patterns, but with a moderately higher spatial frequency. After 4 months, you use standard mobiles, which have very high spatial frequencies, as well as colors and things the baby can grab to improve hand-eye coordination. Basically, you start showing the child very low frequency objects that are easy to observe and track, then gradually move up until they can use the high frequency information.Now, I want to explain why I did not give this item 5 stars even though it's an amazing product. Before my baby was a month old, I noticed that she was already able to detect some colors and this stim-mobile is only black and white. This is from 1990, so I guess over the last 20 years they have refined the product so that the simple side has some red (first color a baby sees) and other simple colors, while the reverse side has more vivid colors, but uses the same idea of going from low spatial frequencies to higher spatial frequencies. I ordered the newest version but still kept this around for changing table and pack n play entertainment since she loves it. If I had not known about the improved version, I would have given it 5 stars, but there is something better available so I highly recommend getting the updated version for every newborn.",4,1
Comfy Easy PC Play &amp; Learn Keyboard,"This product was very innovative when introduced in 1997-8.  It sold at FAO Schwarts for about $100 and we got it for our 18 month old daughter.  She used it until she was at least 3 (we then moved to Reader Rabbit).  The way it worked then -  you plugged the key board into the printer port and the sw was on two CDs. The keyboard did not require mouse skills, just visual selection of very large buttons.  Very interactive, very educational for the toddler/preschool set.  The developer was Israeli and they did not have good US distribution.  It now seems that they finally found someone to distribute it.",5,1
The First Years Massaging Action Teether,"all three of my kids have had one of these teethers, and it's been the favorite for all of them. i buy one for any expectant friend or family member. in our experience, the batteries last about a year & 1/2.",5,1
The First Years Massaging Action Teether,"Great teether as it has a good texture, is easy to handle and massages the gums while baby is chewing on it.",5,1
The First Years Massaging Action Teether,"My 10 month old grandson thought the movement of this toy was funny! He laughs when it moves! Saying this, he does put it in his mouth but pulls it out to laugh So, I love this Teether because it makes him so happy NOT because it massages his teeth!",5,1
The First Years Massaging Action Teether,"It is a great toy for them to chew and play with, but it is a bit harder for smaller babies to chew on. The vibration was a bit stronger than I was expecting, but it does not seem to bother my son a bit.",5,1
The First Years Massaging Action Teether,My son is 4 months old and can not quite get a hang of other teethers. Some of them you have to bend in a specific direction to make the vibration happen. This teether is great. They just bite down (naturally) and the vibration helps with the comfort. I love it!,5,1
The First Years Massaging Action Teether,This arrived the next day after I bought it and I was very grateful!  We had one other one that my son managed to lose and he was miserable without it!  It really helped soothe his mouth while he was teething!,5,1
The First Years Massaging Action Teether,"I know it's a safety feature, but it is unfortunate that the batteries are not replaceable in this, because I will probably have to buy another one of these soon, because my little one LOVES this.  He seemed to hate all other teething options out there...even Sophie he had to learn to love (he's does like it now), but this he gnaws away on vigorously.The star shaped chewing part is a little big and that worried me a bit when I first got it, but it actually hasn't seemed to bother him that much.  So far (he got this at 5 months) he can't always make the vibration happen himself but, 1)It's not that difficult for me to just push down on it as I'm holding it for him since I like how it calms him down and 2) even when it doesn't vibrate, he still loves to chew away at it.  He has learned over time a bit better about how hard to bite down to make it go too and that it will go by chewing on any of the three available &#34;tips&#34; to the star.He also really likes the little spinning rattle on the end and it has little nibs that he likes to chomp on too (even though it is hard plastic and the star is rubber like).  It is a &#34;substantial&#34;  toy though, so if your little one is in the phase of swinging toys around really hard, they may bonk themselves now and again, but our son seemed relatively un-phased by that.",5,1
The First Years Massaging Action Teether,I got this for my son when he was about 8 months. he loved bitting it and he carry it all over the house. He is now 18 months and it still works plus he still bits on it too. I found it very easy to clean too.,5,1
Crown Crafts The Original NoJo BabySling by Dr. Sears - Denim,"I am the the mother of a 14 week old who has reflux and is uncomfortable sleeping in a crib or anywhere flat. She wants to be held *all* the time, and it was getting pretty exhausting in our arms (and my chronic tendonitis was flaring up) until we ordered the sling after reading about it in Dr. Sears's The Baby Book.  I had my doubts, but boy has it been a lifesaver!The sling has been invaluable for me, my husband, and our regular sitter. With it, we are able to walk, bounce, give the calming pinky finger treatment, and see what's going on with the baby. She started using the sling at 2 weeks, when she was about 7 pounds. It took a few times, but she is now completely comfortable in it and it is a favorite napping spot.As I am large-breasted, I did find it awkward to breastfeed in it, although I've been able to do it successfully a couple of times in public sitting down.  The fabric is soft and easily washable (important for those baby mishaps).  The padding helps me feel comfortable as a bit of protection in case of bumping.  The size is very adjustable for different height people, although you may need to pull through a lot of fabric to bring small babies in tightly, especially if you have a smaller chest size.The NoJo sling would benefit from having some loose fabric at the end to cover the baby's head in the sun and provide more coverage during breastfeeding. The stopper piece of plastic at the end of the fabric adds safety (it won't pull through), however it can whack the baby if you aren't careful when getting it on or off.  It could also use a zippered storage area, a feature of some other slings.  Also, the blue with plaid seems to be the only fabric sold these days, although I have seen other patterns and colors on eBay.  This is fine with jeans, but not great when you have to go to a wedding, as I did with the sling earlier this summer. I think it also makes people think that she's a boy, for some reason.  Maybe it's the blue and the fact that they can't see her cute dresses!The sling is also helpful in keeping interested strangers at a slight distance away from the baby -- they are less able to grab at her, which I think is good from a germ perspective, especially for newborns. When it is very hot or humid out, this sling can be a bit heavy for the baby (especially up against a hot mama!), but on cooler days the fabric adds just the right amount of warmth, like a light blanket.When I was pregnant, I assumed the Baby Bjorn would be all we would need. Instead it hangs on a hook most of the time unless we're going for a long walk or shopping -- activities where having two hands is important and you'll be doing them for a while. That thing is so hard to get on and off! Plus, you aren't supposed to use it until they are 8 lbs. The baby seems to really like the flexibility of positioning with the sling -- especially curling up happily in a womb-like ball -- and sometimes gets irritated by being all dangled out in the Bjorn.Carrying the baby in the sling makes you so much more mobile than using a stroller or lugging her around in her heavy carseat, so I use it whenever I anticipate being in public where they are stairs, space issues, or other impediments.  It's good for short shopping trips as well, especially if you're with a friend who can carry things or push a cart, both of which are harder to do with the sling on.She's also a million times more comfortable in the sling than in her car seat, where she often cries.  Our NoJo Babysling has been in constant use since it arrived, and ties the bouncy seat (where she mostly sleeps by day) as the best return on investment of any of the baby gizmos we bought.  Our sitter will often wear the baby for her entire nap. The sitter just sits (often in a rocking chair or porch swing to provide some more movement) and reads while the baby sleeps.One last thing that's great is that when the baby falls asleep, she can be laid down on the bed or bouncy chair and the sling just slips off the wearer without waking the baby.I did not watch the video, but did read the sling chapter in the Baby Book, which was helpful. We have recently started using the kangaroo (facing out) position as the baby loves looking at the outside world now. It's nice to have this sort of flexibility.  If you are getting tired carrying around your baby, and would like an extra hand free, a sling is a great investment and while not the most elegant, the NoJo is a good workhorse one to use on a daily basis.",5,1
Baby Trend Diaper Champ,Excellent diaper disposal unit.  I used it in conjunction with Glad 3ply kitchen trash bags with odor control (scented).  I am soooo pleased with this product!!! A wise investment for the pocketbook & for the nose!!!,5,1
Baby Trend Diaper Champ,"I originally put this item on my baby registry because friends of mine highly recommended the use of a diaper pail.  I decided to go with the Diaper Champ rather than the more popular Diaper Genie, because I didn't like the idea of having to buy special bags.  Too costly and not efficient if you ask me!THIS PRODUCT IS A LIFESAVER!! I HAVE NEVER HAD AN ODOR PROBLEM!No one has ever come to my house and noticed 'diaper odor.'  In fact, people who have been present while I changed my almost 3 month old son's diaper have been amazed at how the very 'potent' smell of the dirty diaper seems to disappear once I dispose of the diaper in the Diaper Champ.For those who are experiencing odor problems, here are some suggestions which should solve the problem:1. CHANGE BAGS FREQUENTLY!!  I change mine about 1 or 2 times a week.  For those who complain that the pail gets stuck, that is probably a good indication that the BAG IS GETTING TOO FULL!! Also, making sure that the tape on the diapers is secure will prevent that from happening as well.2. YOU STILL HAVE TO CLEAN THE THING!!  Hello, it does house dirty diapers!! All I do is wipe it down with some antibacterial wipes (takes about 10 seconds!!) and then maybe spray some Lysol in it and let it air out for a minute or two.  SIMPLE AND IT WORKS!Also, for those that complain that the Diaper Champ isn't as effective as time passes, keep the following in mind:AS BABIES GET OLDER, THEIR DIETS CHANGES (aka SOLID FOODS!) AND SO DOES THE SMELL OF THEIR DIAPERS!In talking with other parents, I get the same feedback - as babies get older and become toddlers, ALL DIAPER PAILS become gradually less and less effective until they are just no longer useful.  Again, this is because as their diet changes, so does the consistency and odor of their stool, in other words, it gets stinkier!!!All in all, this product is definitely one I would recommend and certainly worth the very reasonable price.",5,1
Baby Trend Diaper Champ,I am so glad I got the Diaper Champ instead of the Diaper Genie!  You can use pretty much any plastic bag - even a grocery bag will do in a pinch.  My baby is 6 weeks and I have never smelled any odors at all from the Champ.  I especially like the way you close it - you just flip the handle and that's it.  The Champ is definitely the best.,5,1
Baby Trend Diaper Champ,"Our daughter is 13 months old and we've been using the Diaper Champ ever since she was born. I highly recommend it because it's a great value.  However, there are a few things to be aware of which is why I only gave 4 stars.1. Make sure the grip part of the diaper is not loose when placed in the DC. My husband learned the hard way that the grips get stuck on the seal and the diaper won't drop into the bag.  Then you have to pull the diaper out and the grips slowly pull away the seal.  It didn't seem to affect the odor control, but it did make it difficult to move the handle/shoot back and forth.  The company does send free replacement seals and instructions if you call and ask.2. The unit is top heavy when it's empty. I learned this one the hard way.  When pulling out a full bag of diapers be sure to put your foot on the base to keep it from banging you in the shin as it falls backward.  Ouch!!3. No, the stink isn't completely trapped, but it's pretty darn close! The stinkiest part is emptying a full bag.  I found that putting a stick-up inside the lid has made it much more tolerable.",4,1
Baby Trend Diaper Champ,"We originally had the diaper genie which we found to be a pain after the top broke off twice and all those replacement specialty bags we had to buy were getting expensive but not controlling the odors.  All that sausage shaped smelly garbage eeeewwww had to be put in another garbage bag just to get it out of the house!  My sis-in law had the diaper champ & I couldn't believe she even had any dirty diapers around...there was no smell!  We chucked the genie and bought the champ. It was so much easier to use...just roll the diaper into a little ball and drop into the hole on top, flip the handle and bye bye smelly diaper (my 16 month old can do it) And there were no special bags to buy, just the same regular garbage bags we used already in the kitchen. Experienced parents will understand and appreciate that it comes apart for easier cleaning for those times when it may become a mess.  We had a problem with odors after about a year of use so I called BabyTrend to see what they recommended.  They sent me these replacement sponge gaskets (free of charge) and we were once again odor free. Now on my 3rd child and almost 3 years later, I just called them again to get another set of replacement gaskets (again free of charge) they will be here in about a week.  THIS IS A GREAT ITEM and the company stands behind their product (even years later!)",5,1
Baby Trend Diaper Champ,I wasn't sure which to get between this and the Diaper Genie. I am so glad that I chose this one. I love that I can buy the scented bags of my choice. It really holds in the horrible diaper smell. I love it and wouldn't trade it in for anything.,5,1
Baby Trend Diaper Champ,"I chose the Diaper Champ over the Diaper Genie because of its money-saving feature of being able to accomodate most plastic bags with handles.  (The Genie requires use of their own bags.)  The plastic bags that work best are the larger kinds like the ones you get from Toys R Us or Ikea.  The plastic supermarket bags are a little too small.In regards to odor control, the DC has been successful for 3/4 of the year.  There is a noticeable smell during the summertime, so I've had to change the bags more frequently on hot days or else face the consequence of suffering the aroma of baking poop.My only negative comment about this product is concerning the lid.  For those who take great pride in your manicured nails, ask someone else to open it for you.  Even though I have short, uncared for nails, I've had a few bent nails from trying to pull open the lid.  Then, the next problem is that the lid doesn't open all the way (like a cigarette lighter).  It opens up to about a 75 degree angle.  This makes it inconvenient when you are trying to remove a stuffed bag of diapers.  Also, the underside of the lid has several plastic sharp juttings against which my hands would occasionally get scratched.  And, during the removal of the full bag, this is when you get the full blast of your little one's excretions (quite possibly 3-5 days worth of them), so hold your breath!Although there is room for improvement on this design, I haven't seen or heard of any other model that can do this job nearly as well for as reasonable a price.",4,1
Baby Trend Diaper Champ,You really can not appreciate this device until you've used it.No smell unless you don't empty it for a week or more. An airtight vault it's not....but it does what it's designed to do very well.Who doesn't take out the trash more than once a week ? Same concept with this diaper pail.- From a Dad of a Newborn who's thankful he ignored the negative reviews.,5,1
Baby Trend Diaper Champ,"This is my first baby so I have nothing to compare this product to. But I have heard horror stories of stinky diaper pails. My baby is now six months old and the only time I smell her diapers is when I change them and when I open the pail to replace the bag! I use the same garbage bags that I use in my 13-gallon kitchen trash can! It's so simple and user-friendly it's ridiculous! Put in a trash bag, old plastic grocery bag, yard waste bag, whatever; put down the top, you're ready to go. The top acts like a chute and whisks the dirty diaper away. When full pop the top (hold your breath), pull out the bag and put in a new one. No jamming or any other kind of technical difficulty whatsoever! And, again, no leaking smells. Don't waste your money on anything else!",5,1
Baby Trend Diaper Champ,We originally registered and received the safety 1st pail- what a disappointment.  the latch never worked- we purchased this pail and what a wonder!  my busy toddler can't get into the diaper pail and it really works well with controlling odor (hint- use the scented garbage bags and little blue diaper sacks for smelly poops).  I have recommended this pail to all my friends and they love it as well!,5,1
Baby Trend Diaper Champ,"Let me just say, I LOVE THIS PRODUCT!!  I used the diaper genie from the time my daughter was born until the time she was 16 months.  That was all I could take.  Constantly buying expensive refills, emptying it every couple of days, juggling a wiggly baby while trying to open, lift, push, spin, and close the genie was just too much.  Then I was shopping at Babies R Us and in the STORE's changing room is the Diaper Champ.  It was easy, didn't smell, and used regular trash bags.  I was sold.After using the Diaper Champ for 2 months now, I am confident I made the right choice.  Yes, when it gets too full, you have to change the bag or the weight will get stuck (duh!).  Yes, if you don't wrap up the poopy wipies in the dirty diaper, you will have to clean poop from the chute (just wrap it up).  Yes, poop does smell (not like roses), but my daughter's room doesn't smell like poop because the Diaper Champ does a great job of containing odor.  You do need to disenfect it when you change the bag, but I would recommend that with any product that is a holding tank for feces (you have to disinfect your toilets, too).I have recommended the Diaper Champ over the genie to every one of my friends.  It is fantastic!!",5,1
Baby Trend Diaper Champ,"I checked out all of the available diaper disposal systems.  This by far is the best, no refillable special bags, no stink, and very easy to use.  It is great! Those exploding diapers for newborns can't even crack this.",4,1
Baby Trend Diaper Champ,"We've been using the Diaper Champ for about 4 months now, and have had NO problems whatsoever!  The design is absolutely ingenious and the fact that it takes regular trash bags is a definite plus!  We bought a box of Hefty Trash Bags with that odor patch to use in the Champ and we change the bag about 2-3 times a week, and we've have had no problems with smell.  I usually wipe the Champ off with a Clorox Wipe each time I change the bag, but my husband decided to take apart the Champ a few weeks ago to give it a thorough cleaning with some bleach water, and he mentioned that the gaskets were looking worn out.  So, I called Baby Trend (Diaper Champ manufacturer) and they sent me to two new gaskets and two new piston rings (which I didn't even ask for) for FREE!  The customer service rep. even told me to call and request more gaskets and rings when we notice that the new ones start to wear out, usually after about 6 months.  Overall, I am very pleased with our purchase.",5,1
Baby Trend Diaper Champ,"I started off with the Genie but quickly realized that I had to keep buying the special, pricey Genie bags. The Champ is great, takes any appropriate sized plastic bag and contains stinky diaper smells well. A MUST have!",5,1
Baby Trend Diaper Champ,I chose the Diaper Champ because you are able to use standard trash bags.  I hate to buy replacement items such as bags ( i usually forget).  I works great.  The only thing is when it is full it is full.  It is very difficult to squeeze anything else into it.  I have not noticed any lingering oder in the baby's room and would recommend this item.,4,1
Baby Trend Diaper Champ,"I've never even had a problem with it.  There is no odor and I find it very convenient to use garbage bags.  The only thing I do is spray the inside with lysol once in a while.  Even when I change the bag, the only smell is the diapers.  Once they are out, the diaper champ really doesn't have a smell.",5,1
Baby Trend Diaper Champ,"This is the only diaper pail we've had and our son is now 2.  We use scented kitchen trash bags ($3-4 for a huge roll at Target) and that seems to improve it's olfactory-blunting performance even more.  For especially messy and stinky diapers, I'll pre-bag the whole bundle in a small scented bag ($1 for 100 at Dollar Tree) that I can rest in the opening of the Champ.This may seem like a lot of bother, but it's not!  I haven't even washed the Diaper Champ out or Lysol'd it in 2 years.  Did I really just admit that?!?  We empty it no more than 2x per week, on average 1x per week.  If there's ever a smell in the nursery, it's from the dipaer's presence pre-Diaper Champ entry.I do wish the Diaper Champ people could find a way to have some button the parent can push to flip the handle while keeping the 1 hand operation.  My son likes to put toys in the Champ and we've had several close calls when he was about to send a toy into the pail, never to be seen again (becasue who wants to retrieve it, let alone let their child play with it?!?).  Some simple child-proof mechanism would be a Godsend.Even with that said,  the Diaper Champ is a great product and I'd recommend it to anyone!",5,1
